order_id,order_date,region,category,product,quantity,unit_price,sales
436,2025-11-14,North,Furniture,Desk,10,323.34,3233.4
437,2025-11-15,South,Office Supplies,Notebook,10,9.08,90.8
438,2025-11-15,North,Furniture,Table,5,273.53,1367.65
439,2025-11-16,West,Electronics,Monitor,5,203.24,1016.2
440,2025-11-17,South,Office Supplies,Printer Paper,7,16.41,114.87
441,2025-11-17,East,Office Supplies,Printer Paper,5,13.63,68.15
442,2025-11-18,East,Office Supplies,Notebook,9,8.37,75.33
443,2025-11-19,East,Office Supplies,Stapler,5,9.94,49.7
444,2025-11-20,West,Furniture,Desk,4,278.11,1112.44
445,2025-11-20,South,Furniture,Bookshelf,3,184.37,553.11
446,2025-11-21,West,Furniture,Desk,2,279.54,559.08
447,2025-11-22,South,Furniture,Chair,7,158.15,1107.05
448,2025-11-23,North,Office Supplies,Notebook,7,7.51,52.57
449,2025-11-23,West,Furniture,Chair,10,168.8,1688.0
450,2025-11-24,West,Furniture,Bookshelf,6,182.71,1096.26
451,2025-11-25,North,Electronics,Monitor,7,229.11,1603.77
452,2025-11-25,East,Furniture,Table,9,272.03,2448.27
453,2025-11-26,South,Furniture,Table,10,239.56,2395.6
454,2025-11-27,West,Electronics,Monitor,5,206.94,1034.7
455,2025-11-28,South,Office Supplies,Stapler,7,10.5,73.5
456,2025-11-28,South,Office Supplies,Stapler,10,9.86,98.6
457,2025-11-29,South,Electronics,Keyboard,1,48.2,48.2
458,2025-11-30,West,Electronics,Keyboard,5,39.54,197.7
459,2025-12-01,West,Electronics,Keyboard,3,46.45,139.35
460,2025-12-01,North,Office Supplies,Pen Set,9,11.61,104.49
461,2025-12-02,East,Electronics,Monitor,9,252.19,2269.71
462,2025-12-03,South,Office Supplies,Notebook,2,7.77,15.54
463,2025-12-04,East,Electronics,Keyboard,9,47.6,428.4
464,2025-12-04,South,Furniture,Bookshelf,4,192.11,768.44
465,2025-12-05,North,Office Supplies,Notebook,4,7.01,28.04
466,2025-12-06,South,Office Supplies,Notebook,8,7.68,61.44
467,2025-12-06,West,Electronics,Keyboard,4,44.22,176.88
468,2025-12-07,West,Furniture,Table,5,217.74,1088.7
469,2025-12-08,East,Electronics,Mouse,6,25.7,154.2
470,2025-12-09,South,Furniture,Table,10,237.48,2374.8
471,2025-12-09,East,Furniture,Bookshelf,2,172.6,345.2
472,2025-12-10,West,Furniture,Bookshelf,4,156.25,625.0
473,2025-12-11,East,Furniture,Table,5,225.65,1128.25
474,2025-12-12,South,Office Supplies,Notebook,7,8.09,56.63
475,2025-12-12,North,Furniture,Chair,7,161.53,1130.71
476,2025-12-13,West,Office Supplies,Stapler,7,9.7,67.9
477,2025-12-14,West,Furniture,Chair,4,169.22,676.88
478,2025-12-14,South,Electronics,Laptop,5,702.3,3511.5
479,2025-12-15,North,Furniture,Table,7,277.35,1941.45
480,2025-12-16,West,Furniture,Table,2,217.23,434.46
481,2025-12-17,North,Electronics,Keyboard,2,42.86,85.72
482,2025-12-17,East,Electronics,Monitor,9,223.55,2011.95
483,2025-12-18,South,Office Supplies,Stapler,7,11.33,79.31
484,2025-12-19,East,Office Supplies,Pen Set,3,13.03,39.09
485,2025-12-20,West,Furniture,Table,5,241.83,1209.15
486,2025-12-20,North,Office Supplies,Notebook,10,8.1,81.0
487,2025-12-21,South,Office Supplies,Pen Set,8,12.12,96.96
488,2025-12-22,North,Furniture,Bookshelf,7,169.45,1186.15
489,2025-12-22,South,Office Supplies,Notebook,3,7.22,21.66
490,2025-12-23,South,Office Supplies,Pen Set,4,12.26,49.04
491,2025-12-24,North,Electronics,Monitor,9,218.64,1967.76
492,2025-12-25,South,Office Supplies,Pen Set,1,12.38,12.38
493,2025-12-25,North,Furniture,Chair,4,150.12,600.48
494,2025-12-26,North,Furniture,Chair,5,132.98,664.9
495,2025-12-27,North,Furniture,Table,9,229.94,2069.46
496,2025-12-28,West,Electronics,Keyboard,4,44.18,176.72
497,2025-12-28,East,Office Supplies,Pen Set,2,12.54,25.08
498,2025-12-29,South,Office Supplies,Printer Paper,5,16.26,81.3
499,2025-12-30,West,Electronics,Monitor,2,190.81,381.62
500,2025-12-31,East,Office Supplies,Notebook,7,7.37,51.59
